# name	planet_status	mass	mass_error_min	mass_error_max	mass_sini	mass_sini_error_min	mass_sini_error_max	radius	radius_error_min	radius_error_max	orbital_period	orbital_period_error_min	orbital_period_error_max	semi_major_axis	semi_major_axis_error_min	semi_major_axis_error_max	eccentricity	eccentricity_error_min	eccentricity_error_max	inclination	inclination_error_min	inclination_error_max	angular_distance	discovered	updated	omega	omega_error_min	omega_error_max	tperi	tperi_error_min	tperi_error_max	tconj	tconj_error_min	tconj_error_max	tzero_tr	tzero_tr_error_min	tzero_tr_error_max	tzero_tr_sec	tzero_tr_sec_error_min	tzero_tr_sec_error_max	lambda_angle	lambda_angle_error_min	lambda_angle_error_max	impact_parameter	impact_parameter_error_min	impact_parameter_error_max	tzero_vr	tzero_vr_error_min	tzero_vr_error_max	k	k_error_min	k_error_max	temp_calculated	temp_calculated_error_min	temp_calculated_error_max	temp_measured	hot_point_lon	geometric_albedo	geometric_albedo_error_min	geometric_albedo_error_max	log_g	publication	detection_type	mass_detection_type	radius_detection_type	alternate_names	molecules	star_name	ra	dec	mag_v	mag_i	mag_j	mag_h	mag_k	star_distance	star_distance_error_min	star_distance_error_max	star_metallicity	star_metallicity_error_min	star_metallicity_error_max	star_mass	star_mass_error_min	star_mass_error_max	star_radius	star_radius_error_min	star_radius_error_max	star_sp_type	star_age	star_age_error_min	star_age_error_max	star_teff	star_teff_error_min	star_teff_error_max	star_detected_disc	star_magnetic_field	star_alternate_names
CI Tau b	Confirmed	11.6	2.7	2.9							8.9891	0.0202	0.0202				0.25	0.16	0.16	50.5	8.5	6.3		2016	2019-06-12	31.5	56.0	56.0																						950.0	207.0	207.0										Published in a refereed paper	Radial Velocity	Radial Velocity			CO	CI Tau	68.466666684	22.84166669	13.0					158.0	1.2	1.2				0.9	0.02	0.02				K4IV	0.002						Imaging	Yes	
Cha Ha 8 b	Confirmed				25.0	7.0	7.0				1895.0	132.0	132.0	1.02	0.06	0.06	0.59	0.22	0.22				0.006375	2007	2019-01-14	106.0	26.0	26.0	2453163.0	214.0	214.0																			2433.0	440.0	440.0										Published in a refereed paper	Radial Velocity	Radial Velocity				Cha Ha 8	166.942044082	-77.6691440629	20.1					196.76	5.68	5.68				0.085	0.015	0.015				M6.5	0.003			2967.0	57.0	57.0			2MASS J11074610-7740089
CoRoT-7 c	Confirmed	0.04266	0.0034	0.0034	0.0264	0.0028	0.0028				3.698	0.003	0.003	0.046			0.12	0.06	0.06				0.000307	2009	2017-06-11				2454445.0	0.7	0.7																															Published in a refereed paper	Radial Velocity					CoRoT-7	100.9541667	-1.0627778	11.7					150.0	20.0	20.0	0.03	0.07	0.07	0.93	0.03	0.03	0.87	0.04	0.04	K0V	1.5	0.3	0.3	5313.0	73.0	73.0			
Corot-20 c	Confirmed				17.0	1.0	1.0				1675.0	17.0	19.0	2.9	0.07	0.07	0.6	0.03	0.03					2018	2018-07-22	65.0	5.7	5.5	2454136.0	35.0	31.0																			326.0	18.0	19.0										Published in a refereed paper	Radial Velocity	Radial Velocity				CoRoT-20	97.730434	0.22692	14.66					1230.0	120.0	120.0	0.14	0.12	0.12	1.14	0.08	0.08	0.92			G2V	0.1	0.04	0.04	5880.0	90.0	90.0			
DW Uma b	Confirmed				10.06						4967.0			5.8										2016	2019-05-17																																					Published in a refereed paper	Radial Velocity					DW Uma	158.470833351	58.781944472	14.4																	M3									
G 264-012 b	Confirmed				0.0079	0.0009	0.0009				2.30538	0.00031	0.00031	0.02279	0.00061	0.00061								2021	2021-05-31				2458003.235	0.073	0.069																			2.72	0.29	0.29	587.0	16.0	16.0							Published in a refereed paper	Radial Velocity	Radial Velocity				G 264-012	326.670833347	66.805833354	12.0					15.986	0.1	0.1	0.1	0.19	0.19	0.297	0.024	0.024	0.305	0.011	0.011	M4.0V				3326.0	54.0	54.0			
G 264-012 c	Confirmed				0.0118	0.00151	0.00151				8.0518	0.0034	0.0034	0.0525	0.0014	0.0014								2021	2021-05-31				1458004.4	0.24	0.24																			2.69	0.31	0.31	387.0	11.0	11.0							Published in a refereed paper	Radial Velocity	Radial Velocity				G 264-012	326.670833347	66.805833354	12.0					15.986	0.1	0.1	0.1	0.19	0.19	0.297	0.024	0.024	0.305	0.011	0.011	M4.0V				3326.0	54.0	54.0			
GJ 1061 b	Confirmed				0.00453	0.00053	0.00053				3.204	0.001	0.001	0.021	0.001	0.001	0.31	0.31	0.0					2019	2019-08-14	145.0	65.0	81.0	2458300.61	0.72	0.56																			2.54	0.25	0.25										Published in a refereed paper	Radial Velocity	Radial Velocity		L 372-58 b		GJ 1061	54.0	-44.512777798	13.0					3.6732	9e-05	9e-05	-0.08	0.08	0.08	0.12	0.01	0.01	0.156	0.005	0.005	M5.5V	7.0	0.5	0.5	2953.0	98.0	98.0			L 372-58
GJ 1061 c	Confirmed				0.00547	0.0006	0.0006				6.689	0.005	0.005	0.035	0.001	0.001	0.29	0.29	0.0					2019	2019-08-14	88.0	85.0	95.0	2458300.2	1.5	1.8																			2.39	0.24	0.24										Published in a refereed paper	Radial Velocity	Radial Velocity		L 372-58 c		GJ 1061	54.0	-44.512777798	13.0					3.6732	9e-05	9e-05	-0.08	0.08	0.08	0.12	0.01	0.01	0.156	0.005	0.005	M5.5V	7.0	0.5	0.5	2953.0	98.0	98.0			L 372-58
GJ 1061 d	Confirmed				0.00494	0.00079	0.00085				12.434	0.023	0.031	0.052	0.001	0.001	0.54	0.54	0.0					2019	2019-08-14	278.0	214.0	40.0	2458308.0	2.4	2.0																			1.76	0.28	0.28										Published in a refereed paper	Radial Velocity	Radial Velocity		L 372-58 d		GJ 1061	54.0	-44.512777798	13.0					3.6732	9e-05	9e-05	-0.08	0.08	0.08	0.12	0.01	0.01	0.156	0.005	0.005	M5.5V	7.0	0.5	0.5	2953.0	98.0	98.0			L 372-58
GJ 1132 c	Confirmed				0.00831	0.00138	0.00138				8.929	0.01	0.01	0.0476	0.0017	0.0017	0.27	0.27	0.0					2018	2019-06-26																									2.57	0.39	0.39	579.0									Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 1132	153.716666684	-47.156666675	13.5					12.04	0.24	0.24	-0.12	0.15	0.15	0.181	0.019	0.019	0.207	0.016	0.016	M3.5	5.0	0.0	10.0	3270.0	140.0	140.0			
GJ 1265 b	Confirmed				0.0233	0.0016	0.0016				3.6511	0.0012	0.0012	0.026	0.001	0.001	0.04	0.04	0.04					2018	2018-10-18	282.0	72.0	72.0																						9.89	0.47	0.47										Published in a refereed paper	Radial Velocity	Radial Velocity		LP 819-052		GJ 1265	333.429166681	-17.685555571	13.7					10.255	0.007	0.007	-0.04	0.16	0.16	0.178	0.018	0.018	0.192	0.007	0.007	M4.5V				3236.0	51.0	51.0			
GJ 15A b	Confirmed				0.00953	0.00138	0.00145				11.4407	0.0016	0.0016	0.072	0.004	0.004	0.094	0.065	0.091					2014	2020-03-29	60.0	-20.0	110.0	2456995.86																					1.68	0.18	0.18										Published in a refereed paper	Radial Velocity	Radial Velocity		HD 1326A b		GJ 15A	4.59535550763	44.0229522831	8.08					3.587			-0.32			0.375			0.3863			M2V				3567.0					HD 1326A, HIP 1475, GX Andromedae, Groombridge 34, M2
GJ 160.2 b	Confirmed				0.0245	0.0098	0.0098				9.7471	0.005	0.0043	0.079	0.009	0.007	0.02	0.22	0.02					2014	2019-06-14	355.23																								3.01	1.07	1.07										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 160.2	61.6451726813197	-20.853118328223	9.675											0.69						M0V				4347.0					
GJ 163 b	Confirmed				0.0311	0.0072	0.0072				8.6312	0.0023	0.0023	0.06	0.006	0.005	0.02	0.02	0.12					2012	2019-06-14	74.73	15.7	15.7																						5.94	0.75	0.75										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 c	Confirmed				0.0239	0.0072	0.0091				25.637	0.042	0.042	0.124	0.013	0.01	0.03	0.03	0.18					2012	2019-06-14	235.4	80.0	80.0																						3.22	0.9	0.9										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 d	Confirmed				0.0636	0.0239	0.0239				604.0	24.0	29.0	1.021	0.118	0.088	0.02	0.02	0.22					2013	2019-06-14	126.915	20.5	20.5																						2.88	1.02	1.02										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 e	Confirmed				0.0428	0.0205	0.0258				349.0	10.0	12.0	0.7	0.066	0.066	0.03	0.03	0.25					2019	2021-04-10																									2.47	1.17	1.17										Submitted to a professional journal	Radial Velocity	Radial Velocity				GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 f	Confirmed				0.0214	0.0138	0.0138				109.5	1.4	1.6	0.326	0.034	0.027	0.04	0.04	0.23					2019	2021-04-10																									1.66	1.0	1.0										Submitted to a professional journal	Radial Velocity	Radial Velocity				GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 176 b	Confirmed				0.025	0.0066	0.0076				8.7748	0.003	0.003	0.066	0.007	0.007	0.08	0.08	0.16				0.007006	2007	2019-06-14																						2454399.79	0.33	0.33	3.95	0.8	0.8										Submitted to a professional journal	Radial Velocity	Radial Velocity				GJ 176	70.7333333	18.9580556	9.97		6.462	5.824	5.607	9.42	0.22	0.22	-0.1	0.2	0.2	0.49	0.014	0.014	0.53			M2.5V									
GJ 176 c	Confirmed				0.0233	0.0113	0.013				28.586	0.052	0.047	0.146	0.012	0.015	0.02	0.02	0.21				0.019108	2009	2019-06-14																						2454291.07	0.31	0.31	2.43	1.08	1.2										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 176	70.7333333	18.9580556	9.97		6.462	5.824	5.607	9.42	0.22	0.22	-0.1	0.2	0.2	0.49	0.014	0.014	0.53			M2.5V									
GJ 179 b	Confirmed				0.7391	0.1608	0.1778				2288.0	59.0	59.0	2.41	0.245	0.245	0.21	0.08	0.08				0.195935	2010	2019-06-20	153.0	24.0	24.0	2455140.0	104.0	104.0																			22.7	2.7	3.0										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 179	73.025	6.4766667	11.96					12.3	0.6	0.6	0.3	0.1	0.1	0.357	0.03	0.03	0.38	0.02	0.02	M3.5				3370.0	100.0	100.0			
GJ 179 c	Confirmed				0.0154	0.0085	0.0085				3.4798	0.001	0.0014	0.032	0.003	0.003	0.04	0.04	0.27					2019	2019-06-20																									4.04	2.08	2.08										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 179	73.025	6.4766667	11.96					12.3	0.6	0.6	0.3	0.1	0.1	0.357	0.03	0.03	0.38	0.02	0.02	M3.5				3370.0	100.0	100.0			
GJ 180 b	Confirmed				0.02124	0.0056	0.00431				17.132	0.006	0.008	0.092	0.008	0.007	0.02	0.01	0.14					2014	2021-03-29	255.0	17.0	78.0																						3.37	0.61	0.47										Published in a refereed paper	Radial Velocity	Spectrum				GJ 180	73.4582490167	-17.7734139096	10.894											0.43						M2V				3371.0					
GJ 180 c	Confirmed				0.0201365509864	0.012896206	0.01163804				24.329	0.066	0.052	0.129	0.017	0.007	0.09	0.09	0.2					2014	2014-05-25	234.91																																				Published in a refereed paper	Radial Velocity					GJ 180	73.4582490167	-17.7734139096	10.894											0.43						M2V				3371.0					
GJ 180 d	Confirmed				0.02357	0.00733	0.00837				106.341	0.34	0.261	0.31	0.026	0.022	0.16	0.07	0.06					2020	2021-03-29	10.0	8.0	345.0																						2.06	0.43	0.58										Published in a refereed paper	Radial Velocity	Spectrum				GJ 180	73.4582490167	-17.7734139096	10.894											0.43						M2V				3371.0					
GJ 2056 b	Confirmed				0.051	0.0113	0.0113				69.971	0.061	0.061	0.283	0.013	0.013	0.72	0.1	0.1					2020	2020-08-19	58.0	116.0	116.0	2452965.6	3.5	3.5																			5.23	1.51	1.51										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 2056	108.020833335	-24.891944469	10.4					28.47	0.02	0.02										M0									
GJ 2056 c	Confirmed				0.4443	0.053	0.053				2982.394	76.0	76.0	3.453	0.64	0.64	0.81	0.02	0.02					2020	2020-08-19	338.0	69.0	69.0	2450505.3	156.0	156.0																			14.59	1.1	1.1										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 2056	108.020833335	-24.891944469	10.4					28.47	0.02	0.02										M0									
GJ 221 e	Confirmed				0.0104	0.0044	0.0047				2.3946	0.00044	0.00036	0.03	0.003	0.003	0.03	0.03	0.24					2019	2021-04-11																									2.13	0.81	0.89										Submitted to a professional journal	Radial Velocity	Radial Velocity		BD-06 1339 e		BD-06 1339	88.25	-5.9947	6.69					20.0	1.0	1.0	-0.14	0.17	0.17	0.7						K7V/M0V	4.4	4.0	4.0	4324.0	100.0	100.0			GJ 221
GJ 229 A b	Confirmed				0.03153	0.0192	0.01054				523.242	7.0	13.0	0.896	0.073	0.69	0.17	0.17	0.07					2014	2020-01-10	283.0	275.0	45.0																						1.63	1.0	0.4										Published in a refereed paper	Radial Velocity	Spectrum			CH4	GJ 229	92.6442305532	-21.8646421676	8.125					5.757	0.0004	0.0004				0.58						M1 V				3564.0					
GJ 229 A c	Confirmed				0.02495	0.01082	0.01067				122.005	0.382	0.364	0.339	0.029	0.024	0.29	0.26	0.06					2020	2020-01-09	101.0	64.0	104.0																						2.15	0.89	0.5										Published in a refereed paper	Radial Velocity	Spectrum				GJ 229	92.6442305532	-21.8646421676	8.125					5.757	0.0004	0.0004				0.58						M1 V				3564.0					
GJ 251 b	Confirmed				0.013	0.0013	0.0013				14.238	0.002	0.002	0.0818	0.00012	0.00012	0.1	0.08	0.08					2020	2020-10-02	78.8	45.0	48.0	2458626.69	0.35	0.35																			2.11	0.2	0.2	351.0	1.4	1.4							Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 251	103.700000016	33.266388907	10.0					6.581	0.002	0.002	-0.03	0.16	0.16	0.36	0.015	0.015	0.364	0.011	0.011	M3.0V				3451.0	51.0	51.0			
GJ 27.1 b	Confirmed				0.0409023691911	0.020759747	0.012896206				15.819	0.026	0.049	0.101	0.013	0.009	0.08	0.08	0.16					2014	2014-05-25	154.69																																				Published in a refereed paper	Radial Velocity					GJ 27.1	9.99510797794	-43.7467781869	11.401											0.53						M0.5V				3542.0					
GJ 273 b	Confirmed	0.00922			0.0069	0.003	0.003				18.64	0.015	0.015	0.091	0.01	0.01	0.1	0.03	0.25	80.0				2017	2020-06-19																									1.28	0.5	0.45										Published in a refereed paper	Radial Velocity	Radial Velocity		Luyten b		GJ 273	111.852041675	5.2257777894	9.87				4.86	3.8			0.09	0.17	0.17	0.29			0.293	0.0027	0.0027	M3.5				3382.0	49.0	49.0			
GJ 273 c	Confirmed	0.00374			0.0038	0.0013	0.0013				4.72322	0.00081	0.00081	0.036	0.004	0.004	0.17	0.12	0.18	80.0				2017	2020-06-19																									1.1	0.31	0.31										Published in a refereed paper	Radial Velocity	Radial Velocity		Luyten c		GJ 273	111.852041675	5.2257777894	9.87				4.86	3.8			0.09	0.17	0.17	0.29			0.293	0.0027	0.0027	M3.5				3382.0	49.0	49.0			
GJ 273 d	Confirmed	0.03448			0.034	0.011	0.0123				413.9	5.5	4.3	0.712	0.076	0.062	0.0	0.17	0.17	80.0				2019	2020-06-19																									2.15	0.61	0.61										Published in a refereed paper	Radial Velocity	Radial Velocity		Luyten d		GJ 273	111.852041675	5.2257777894	9.87				4.86	3.8			0.09	0.17	0.17	0.29			0.293	0.0027	0.0027	M3.5				3382.0	49.0	49.0			
GJ 273 e	Confirmed	0.0297			0.0293	0.0123	0.0135				542.0	16.0	16.0	0.849	0.092	0.083	0.0	0.03	0.2	80.0				2019	2020-06-19																									1.73	0.66	0.66										Published in a refereed paper	Radial Velocity	Radial Velocity		Luyten e		GJ 273	111.852041675	5.2257777894	9.87				4.86	3.8			0.09	0.17	0.17	0.29			0.293	0.0027	0.0027	M3.5				3382.0	49.0	49.0			
GJ 3021 b	Confirmed				3.37	0.09	0.09				133.71	0.2	0.2	0.49			0.511	0.017	0.017				0.027809	2000	2016-07-29	290.7	3.0	3.0	2451545.86	0.64	0.64																															Published in a refereed paper	Radial Velocity			"SAO 258219 b, HD 1237 b 	, HIP 1292 b, TYC 9354-00780-1 b, 2MASS J00161266-7951042 b"		GJ 3021	4.05	-79.8511111	6.59					17.62	0.17	0.17	0.1	0.08	0.08	0.9			0.9			G6 V	8.77			5540.0	75.0	75.0			
GJ 3082 b	Confirmed				0.02759	0.01337	0.011				11.942	0.043	0.06	0.079	0.007	0.006	0.26	0.25	0.23					2020	2021-03-29	100.0	82.0	240.0																						4.2	2.0	1.36										Published in a refereed paper	Radial Velocity	Spectrum				GJ 3082	18.641666678	-53.942222248	11.1					16.63						0.47						M3V									HIP 5812
GJ 3138 b	Confirmed				0.0132	0.0019	0.0019				5.974	0.001	0.001	0.057	0.001	0.001	0.11	0.07	0.11					2017	2017-03-21																									1.93	0.26	0.26										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3138	32.2954166703	-16.339583345	10.98				7.246				-0.3	0.12	0.12	0.681			0.5	0.03	0.03	M0				3717.0	49.0	49.0			
GJ 3138 c	Confirmed				0.0056	0.001	0.0011				1.22003	4e-05	6e-05	0.0197	0.0005	0.0005	0.19	0.13	0.18					2017	2017-03-21																									1.43	0.26	0.27										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3138	32.2954166703	-16.339583345	10.98				7.246				-0.3	0.12	0.12	0.681			0.5	0.03	0.03	M0				3717.0	49.0	49.0			
GJ 3138 d	Confirmed				0.033	0.0066	0.0072				257.8	3.5	3.6	0.698	0.019	0.018	0.32	0.21	0.2					2017	2017-03-21																									1.47	0.3	0.35										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3138	32.2954166703	-16.339583345	10.98				7.246				-0.3	0.12	0.12	0.681			0.5	0.03	0.03	M0				3717.0	49.0	49.0			
GJ 317 b	Confirmed				1.7528	0.0576	0.0576				695.66	0.355	0.355	1.151	0.018	0.018	0.07	0.01	0.01				0.076159	2007	2021-04-14	72.0	133.0	133.0	2450988.9	14.5	14.5																			71.81	0.58	0.58										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 317	130.2458333	-23.4563889	12.0		6.41	5.9	5.59	15.1	0.22	0.22	0.36	0.2	0.2	0.42	0.05	0.05				M3.5				3510.0	50.0	50.0			
GJ 317 c	Confirmed				1.644	0.0601	0.0601				6739.323	143.106	143.106	5.23	0.111	0.111	0.17	0.02	0.02				1.986755	2007	2021-04-14	108.0	9.0	9.0	2449804.6	221.5	221.5																			31.97	0.56	0.56										Submitted to a professional journal	Radial Velocity	Radial Velocity				GJ 317	130.2458333	-23.4563889	12.0		6.41	5.9	5.59	15.1	0.22	0.22	0.36	0.2	0.2	0.42	0.05	0.05				M3.5				3510.0	50.0	50.0			
GJ 328 b	Confirmed				2.3	13.0	13.0				4100.0	300.0	300.0	4.5	0.2	0.2	0.37	0.05	0.05					2013	2014-08-29				2454500.0	100.0	100.0																															Published in a refereed paper	Radial Velocity					GJ 328	133.7833	1.54901111	9.98					19.8	0.8	0.8	0.0	0.15	0.15	0.69	0.05	0.05				K7				3900.0	100.0	100.0			
GJ 3293 b	Confirmed				0.07406	0.0028	0.0028				30.5987	0.008	0.008	0.14339	0.0003	0.0003	0.06	0.04	0.04					2014	2017-03-18	282.3	24.2	24.2	2455640.3	1.9	1.9																			8.6	0.32	0.32										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3293	67.150000012	-25.169166672	11.96					17.9	3.0	3.0	0.02	0.09	0.09	0.42			0.404	0.027	0.027	M2.5				3466.0	49.0	49.0			
GJ 3293 c	Confirmed				0.06636	0.00396	0.00396				122.6196	0.24	0.24	0.36175	0.00048	0.00048	0.11	0.08	0.1					2014	2019-05-17	17.3	46.3	46.3	2455463.3	6.0	6.0																			4.891	0.3	0.3										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3293	67.150000012	-25.169166672	11.96					17.9	3.0	3.0	0.02	0.09	0.09	0.42			0.404	0.027	0.027	M2.5				3466.0	49.0	49.0			
GJ 3293 d	Confirmed				0.024	0.0031	0.0031				48.1345	0.006	0.006	0.194	0.00018	0.00018	0.12	0.09	0.13					2014	2017-03-17	322.0	14.1	14.1	2455684.9	3.7	3.7																			2.42	0.33	0.33										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3293	67.150000012	-25.169166672	11.96					17.9	3.0	3.0	0.02	0.09	0.09	0.42			0.404	0.027	0.027	M2.5				3466.0	49.0	49.0			
GJ 3293 e	Confirmed				0.0103	0.002	0.002				13.2543	0.01	0.008	0.0821	4e-05	4e-05	0.21	0.14	0.2					2017	2017-03-17																									1.66	0.32	0.32										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3293	67.150000012	-25.169166672	11.96					17.9	3.0	3.0	0.02	0.09	0.09	0.42			0.404	0.027	0.027	M2.5				3466.0	49.0	49.0			
GJ 3323 b	Confirmed				0.00636	0.00079	0.00082				5.3636	0.0007	0.0007	0.03282	0.00056	0.00054	0.23	0.11	0.11					2017	2017-03-21																									2.55	0.32	0.33										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3323	75.4895833525	-6.9460833622	12.22				6.736				-0.27	0.09	0.09	0.164			0.119	0.027	0.027	M4				3159.0	49.0	49.0			
GJ 3323 c	Confirmed				0.00727	0.0015	0.0016				40.54	0.19	0.21	0.1264	0.0022	0.0021	0.17	0.12	0.21					2017	2017-03-21																									1.49	0.31	0.33										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3323	75.4895833525	-6.9460833622	12.22				6.736				-0.27	0.09	0.09	0.164			0.119	0.027	0.027	M4				3159.0	49.0	49.0			
GJ 3341 b	Confirmed				0.35717	0.0053	0.0053				14.207	0.007	0.007	0.089			0.31	0.11	0.11					2014	2014-12-17	42.32	4.3	4.3	2455623.7	0.8	0.8																			3.04	0.41	0.41										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3341	78.945833349	-31.296111127	12.08					23.1	0.7	0.7	-0.09	0.09	0.09	0.47			0.349	0.027	0.027	M2.5				3526.0	49.0	49.0			
GJ 3473 c	Confirmed				0.0214	0.0	0.031				15.509	0.033	0.033	0.0876	0.0035	0.0035	0.0							2020	2020-09-23																									3.75	0.45	0.45	329.0	6.6	6.6							Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3473	120.595833341	3.3388889	13.0					27.39	0.04	0.04	0.11	0.19	0.19	0.36	0.016	0.016	0.364	0.012	0.012	M4V				3347.0	54.0	54.0			TOI-488
GJ 3512 b	Confirmed				0.46	0.01	0.02				203.69	0.02	0.09	0.337	0.001	0.001	0.44	0.01	0.01					2019	2020-11-25	125.8	0.7	0.4	2457745.65	0.05	0.05																			71.8	0.1	0.2										Published in a refereed paper	Radial Velocity	Spectrum				GJ 3512	130.33333334	59.497222243						9.489	0.008	0.008	-0.07	0.16	0.16	0.123	0.009	0.009	0.139	0.005	0.005	M5.5V				3081.0	51.0	51.0			
GJ 3512 c	Confirmed				0.2	0.0	1.0				1599.6	0.8	1.1	1.292	0.003	0.003	0.0183	0.0001	0.0001					2019	2020-11-25	26.0	0.6	2.0																						15.1	0.2	0.2										Published in a refereed paper	Radial Velocity	Spectrum				GJ 3512	130.33333334	59.497222243						9.489	0.008	0.008	-0.07	0.16	0.16	0.123	0.009	0.009	0.139	0.005	0.005	M5.5V				3081.0	51.0	51.0			
GJ 357 c	Confirmed				0.01158	0.00151	0.00151				9.1246	0.0013	0.0013	0.0607	0.0021	0.0021	0.072	0.053	0.053					2019	2019-09-04	302.0	110.0	110.0	2458314.65027	0.00063	0.00075																			2.2	0.25	0.25	401.0	1.0	1.0							Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 357	144.006821883	-21.6607995444						9.444	0.005	0.005	-0.12	0.16	0.16	0.342	0.011	0.011	0.337	0.015	0.015	M2.5 V				3505.0	51.0	51.0			L 678-39, Gliese 357, TOI 562
GJ 357 d	Confirmed				0.0227	0.0053	0.0053				55.698	0.45	0.45	0.204	0.0069	0.0069	0.033	0.033	0.057					2019	2019-09-04	17.0	125.0	125.0																						2.41	0.32	0.32	220.0	6.0	6.0							Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 357	144.006821883	-21.6607995444						9.444	0.005	0.005	-0.12	0.16	0.16	0.342	0.011	0.011	0.337	0.015	0.015	M2.5 V				3505.0	51.0	51.0			L 678-39, Gliese 357, TOI 562
GJ 3634 b	Confirmed	0.026	0.007	0.0188	0.022	0.0035	0.0035				2.64561	0.00066	0.00066	0.0287	0.0011	0.0011	0.08	0.057	0.057	59.0	24.0	24.0	0.001449	2011	2012-09-10	84.0	130.0	130.0	2454917.04	0.53	0.53																															Published in a refereed paper	Radial Velocity					GJ 3634	164.6458333	-31.1441667	11.95					19.8	0.6	0.6				0.45	0.05	0.05	0.43	0.03	0.03	M2.5									
GJ 3779 b	Confirmed				0.0252	0.0016	0.0016				3.0232	0.0013	0.0013	0.026	0.001	0.001	0.07	0.05	0.05					2018	2018-10-18	225.0	42.0	42.0																						8.61	0.4	0.4										Published in a refereed paper	Radial Velocity	Radial Velocity		Ross 1020		GJ 3779	200.737500019	24.46750001	13.0					13.748	0.01	0.01	0.0	0.16	0.16	0.27	0.02	0.02	0.281	0.01	0.01	MRV				3324.0	51.0	51.0			
GJ 393 b	Confirmed				0.00538	0.00076	0.00076				7.02679	0.00085	0.00085	0.05402	0.00072	0.00072								2021	2021-05-31				2458002.72	0.21	0.21																			1.01	0.14	0.14	485.0	11.0	11.0							Published in a refereed paper	Radial Velocity	Radial Velocity		Gl 393 b		GJ 393	157.229166685	0.837777798	9.0					7.0375	0.0025	0.0025	-0.09	0.16	0.16	0.426	0.017	0.017	0.426	0.013	0.013	M2.0V				3579.0	51.0	51.0			Gl 393
GJ 3942 b	Confirmed				0.0225	0.0019	0.0019				6.905	0.04	0.04	0.0608	0.0068	0.0068	0.121	0.118	0.118					2017	2017-09-21	112.7	0.1	0.1																						3.29	0.12	0.12										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3942	242.262500001	52.943888916	10.0					16.93	0.3	0.3	-0.04	0.09	0.09	0.63	0.07	0.07	0.61	0.06	0.06	M0				3867.0	69.0	69.0			
GJ 3998 b	Confirmed				0.00777	0.00085	0.00085				2.64977	0.00077	0.00081	0.029	0.001	0.001	0.0							2016	2016-07-14							2456905.895	0.042	0.042																1.81	0.16	0.14										Published in a refereed paper	Radial Velocity	Radial Velocity				GJ 3998	259.004166667	11.058333341	10.8					17.8	0.7	0.7	-0.16	0.09	0.09	0.5	0.05	0.05	0.49	0.05	0.05	M1				3722.0	68.0	68.0			
